,carat,cut,color,clarity,depth,table,length,width,height,price
18712,0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,620
35905,0.32,Ideal,G,IF,61.8,55.0,4.41,4.43,2.73,918
36542,0.4,Premium,F,SI1,62.7,57.0,4.7,4.68,2.94,945
45126,0.51,Ideal,G,VS1,62.3,53.5,5.09,5.14,3.19,1652
39232,0.38,Ideal,D,VS1,62.5,56.0,4.64,4.67,2.91,1067
4642,1.04,Premium,J,SI2,62.0,59.0,6.49,6.47,4.02,3669
32819,0.34,Premium,D,VS2,59.3,58.0,4.52,4.55,2.69,805
1712,0.4,Good,H,SI2,63.7,59.0,4.64,4.69,2.97,561
37222,0.43,Ideal,F,SI1,62.5,56.0,4.84,4.82,3.02,975
29462,0.32,Premium,E,VS2,61.7,58.0,4.38,4.41,2.71,702
13176,1.12,Very Good,E,SI1,58.8,61.0,6.74,6.8,3.98,5447
3265,0.7,Ideal,D,VS2,61.4,55.0,5.71,5.75,3.52,3360
22961,1.37,Ideal,G,VS1,61.1,55.0,7.2,7.16,4.39,11009
11730,1.44,Very Good,E,I1,61.1,62.0,7.15,7.23,4.39,5068
38669,0.7,Premium,F,I1,63.0,61.0,5.69,5.55,3.54,1040
34322,0.4,Ideal,G,VS2,62.1,58.0,4.68,4.72,2.92,859
14396,0.3,Ideal,H,VVS2,61.5,57.0,4.31,4.34,2.66,605
42315,0.41,Premium,D,VVS2,61.8,58.0,4.75,4.79,2.95,1295
36212,0.36,Premium,G,VS1,61.7,59.0,4.59,4.55,2.82,932
43996,0.3,Ideal,I,SI1,62.3,56.0,4.32,4.35,2.7,394
52395,0.58,Ideal,F,VVS2,62.0,56.0,5.32,5.36,3.31,2509
32575,0.33,Very Good,F,VVS2,61.2,55.0,4.45,4.47,2.73,801
29432,0.42,Ideal,H,SI1,62.4,57.0,4.76,4.79,2.98,700
43686,0.5,Good,D,SI1,63.3,56.0,5.07,5.1,3.22,1436
15850,1.35,Premium,I,SI1,62.1,58.0,7.07,7.0,4.37,6340
52084,0.77,Premium,H,SI1,60.9,60.0,5.89,5.87,3.58,2457
13399,0.32,Very Good,F,VS2,63.0,57.0,4.33,4.37,2.74,602
46440,0.6,Very Good,F,VS2,62.1,57.0,5.37,5.39,3.34,1772
3056,0.34,Very Good,F,SI1,59.4,62.0,4.54,4.59,2.71,566
6240,0.9,Premium,D,SI2,62.9,56.0,6.19,6.09,3.86,4007
53706,0.81,Good,F,SI1,64.3,53.0,5.91,5.97,3.81,2718
11337,1.01,Premium,F,SI1,59.5,62.0,6.53,6.45,3.86,4989
46443,0.53,Ideal,G,VS1,61.6,55.7,5.21,5.24,3.22,1772
28238,0.33,Ideal,G,VS1,61.4,54.0,4.44,4.48,2.74,666
1915,0.71,Ideal,E,VS1,62.2,57.0,5.74,5.7,3.56,3081
14964,1.01,Premium,G,VS2,61.6,58.0,6.45,6.4,3.96,6027
3674,0.9,Premium,G,SI2,60.4,58.0,6.25,6.3,3.79,3445
20863,1.59,Premium,E,SI2,60.5,59.0,7.59,7.55,4.58,9082
12931,1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,5382
39890,0.42,Ideal,F,VS1,61.3,57.0,4.85,4.8,2.96,1103
20162,1.06,Ideal,F,VVS2,61.1,57.0,6.57,6.62,4.03,8619
31845,0.34,Premium,H,VVS1,61.5,60.0,4.45,4.49,2.75,775
18661,1.06,Premium,G,VVS2,62.4,55.0,6.54,6.5,4.07,7627
11940,1.02,Very Good,H,SI1,59.9,58.0,6.57,6.66,3.96,5131
48738,0.63,Ideal,D,VS2,61.5,54.0,5.54,5.58,3.42,2013
8615,0.8,Good,E,VS1,60.2,54.0,6.04,6.01,3.63,4444
8105,1.15,Premium,I,SI2,62.6,57.0,6.73,6.69,4.2,4347
20339,1.22,Premium,G,VS1,62.2,59.0,6.87,6.82,4.26,8739
19928,1.39,Premium,F,SI1,62.1,58.0,7.1,7.16,4.43,8476
37080,0.41,Very Good,F,SI1,63.3,57.0,4.72,4.69,2.98,969
15633,1.01,Premium,F,VS2,61.3,61.0,6.38,6.34,3.9,6271
8900,1.07,Premium,F,SI2,60.8,58.0,6.62,6.68,4.04,4491
49182,0.72,Ideal,F,SI2,61.6,57.0,5.75,5.68,3.52,2074
44255,0.51,Very Good,D,SI1,63.5,56.0,5.08,5.06,3.22,1574
8135,1.01,Very Good,E,SI2,62.8,57.0,6.35,6.38,4.0,4355
30960,0.4,Very Good,H,VS2,62.1,56.0,4.72,4.75,2.94,746
23630,1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,11654
22705,0.35,Ideal,I,VS2,59.8,57.0,4.6,4.59,2.75,630
30740,0.43,Good,E,SI1,63.2,57.0,4.78,4.84,3.04,739
17047,0.3,Ideal,F,VS1,61.5,55.0,4.31,4.34,2.66,612
13499,0.7,Ideal,D,VVS2,61.1,55.0,5.75,5.78,3.52,5539
4629,0.9,Good,I,VS1,63.5,61.0,5.96,6.01,3.8,3666
48219,0.57,Ideal,G,VS1,62.0,55.0,5.35,5.29,3.3,1949
29119,0.34,Good,H,VS1,64.0,58.0,4.49,4.45,2.86,689
928,0.73,Premium,F,VS2,59.9,58.0,5.87,5.84,3.51,2882
18208,1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,7389
44395,0.5,Premium,G,VS1,62.5,60.0,5.13,5.08,3.19,1583
34632,0.31,Ideal,E,VS2,61.5,55.0,4.41,4.37,2.7,872
10988,1.02,Premium,D,SI2,59.5,62.0,6.56,6.52,3.89,4912
83,0.38,Ideal,I,SI2,61.6,56.0,4.65,4.67,2.87,554
11227,1.02,Good,G,SI1,63.6,58.0,6.34,6.39,4.05,4964
40255,0.3,Ideal,E,VVS2,61.4,55.0,4.36,4.34,2.67,1125
20617,1.51,Very Good,E,SI2,60.6,58.0,7.41,7.43,4.5,8916
34620,0.31,Ideal,F,VS1,60.6,56.0,4.42,4.39,2.67,872
7473,1.2,Ideal,J,SI1,63.0,57.0,6.74,6.64,4.24,4234
45354,0.56,Ideal,F,VS2,62.0,56.0,5.27,5.31,3.28,1664
49363,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,2099
39846,0.51,Very Good,F,SI2,62.7,56.0,5.07,5.1,3.19,1100
21516,1.12,Premium,G,IF,61.2,58.0,6.7,6.67,4.09,9612
44357,0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,1580
43665,0.5,Ideal,F,VS2,62.7,57.0,5.08,5.1,3.19,1436
39278,0.43,Good,J,SI2,63.7,57.0,4.76,4.79,3.04,490
14369,1.2,Very Good,I,SI1,62.4,59.0,6.73,6.79,4.22,5816
36721,0.4,Very Good,D,VS1,60.8,59.0,4.74,4.76,2.89,954
28546,0.3,Premium,I,VVS2,61.7,58.0,4.37,4.28,2.67,675
10994,0.91,Very Good,E,SI1,62.3,59.0,6.18,6.21,3.86,4914
42124,0.56,Ideal,F,SI2,61.4,57.0,5.3,5.33,3.26,1279
29827,0.38,Very Good,H,VS2,61.6,56.0,4.68,4.71,2.89,710
46726,0.5,Good,D,VS1,64.3,54.0,5.02,5.06,3.24,1795
17001,1.01,Ideal,F,VS2,61.9,55.0,6.47,6.45,4.0,6787
34626,0.31,Ideal,E,VS2,61.0,56.0,4.41,4.38,2.68,872
5679,0.91,Very Good,F,SI1,62.2,55.0,6.18,6.23,3.86,3885
46477,0.6,Very Good,D,SI1,62.0,55.0,5.36,5.44,3.35,1777
47353,0.5,Premium,D,VS2,62.8,58.0,5.07,5.03,3.17,1845
50667,0.31,Premium,I,VVS2,59.4,59.0,4.41,4.44,2.63,544
27768,0.32,Premium,H,VS2,61.4,60.0,4.41,4.39,2.7,648
30572,0.31,Ideal,E,VS1,60.9,57.0,4.39,4.41,2.68,734
52049,0.72,Ideal,G,SI2,61.3,56.0,5.76,5.81,3.55,2451
45333,0.51,Premium,E,VS2,62.5,59.0,5.09,5.08,3.18,1662
38684,0.3,Ideal,F,VVS1,61.7,57.0,4.28,4.31,2.65,1041
14002,1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,5699
40236,0.39,Ideal,F,VVS1,62.2,54.0,4.71,4.74,2.94,1124
44053,0.55,Ideal,J,VS1,62.3,56.0,5.26,5.24,3.27,1550
9292,0.79,Very Good,E,VVS1,62.8,60.0,5.8,5.89,3.67,4570
11847,1.03,Premium,E,SI1,61.3,60.0,6.53,6.51,4.0,5101
33268,0.3,Ideal,G,IF,62.6,54.0,4.3,4.33,2.7,826
8719,0.28,Ideal,H,IF,63.0,55.0,4.14,4.19,2.62,586
22046,0.31,Good,I,VS1,63.7,55.0,4.33,4.3,2.75,628
23744,1.36,Ideal,D,VS2,62.1,55.0,7.18,7.13,4.44,11793
9868,1.03,Ideal,G,SI1,62.4,57.0,6.47,6.52,4.05,4679
10799,1.0,Good,H,VS2,63.7,59.0,6.3,6.26,4.0,4861
2287,0.9,Very Good,H,SI2,59.5,63.0,6.26,6.31,3.74,3160
46968,0.32,Ideal,I,VS1,61.7,55.6,4.41,4.43,2.73,529
46718,0.51,Very Good,D,VS2,63.1,58.0,5.13,5.08,3.22,1793
17300,1.01,Premium,G,VS1,60.7,58.0,6.49,6.52,3.95,6932
15636,1.01,Premium,F,VS2,62.5,58.0,6.43,6.4,4.01,6271
16013,1.23,Ideal,H,VS2,59.0,57.0,7.05,6.99,4.14,6406
16929,1.01,Good,G,VS1,63.8,57.0,6.35,6.38,4.06,6759
8236,0.85,Ideal,G,VS1,61.8,55.0,6.09,6.11,3.77,4373
37705,0.37,Very Good,F,IF,60.4,57.0,4.65,4.68,2.81,995
23543,1.73,Very Good,I,SI1,60.9,59.0,7.71,7.68,4.69,11554
17379,0.34,Premium,E,SI2,59.9,59.0,4.57,4.55,2.73,612
13311,1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,5497
49456,0.51,Ideal,G,VVS1,62.3,55.0,5.14,5.1,3.19,2111
17439,1.58,Premium,F,SI2,60.7,60.0,7.54,7.51,4.57,6990
32716,0.31,Premium,F,VS2,61.4,62.0,4.34,4.32,2.66,802
23383,0.36,Very Good,E,SI1,60.8,59.0,4.56,4.59,2.78,631
30095,0.32,Premium,H,VS1,61.7,58.0,4.44,4.38,2.72,720
11,0.23,Ideal,J,VS1,62.8,56.0,3.93,3.9,2.46,340
35915,0.43,Premium,H,SI1,59.0,58.0,4.96,4.93,2.92,919
41214,0.4,Ideal,F,VVS1,61.7,57.0,4.75,4.72,2.92,1206
11812,1.16,Ideal,I,SI1,62.6,57.0,6.71,6.67,4.19,5091
53586,0.8,Ideal,G,SI1,60.8,57.0,6.02,6.05,3.67,2699
22281,1.7,Premium,H,VS2,60.6,58.0,7.72,7.65,4.66,10333
11692,1.01,Very Good,J,VVS2,63.7,57.0,6.31,6.35,4.03,5067
5904,0.93,Very Good,G,SI1,62.5,57.8,6.15,6.28,3.87,3933
41081,0.41,Premium,F,VVS2,60.1,59.0,4.82,4.79,2.89,1192
47866,0.52,Ideal,G,VVS2,60.8,57.0,5.16,5.21,3.15,1911
51254,0.7,Premium,D,SI1,61.8,59.0,5.64,5.6,3.47,2355
48086,0.5,Good,E,VS1,61.1,58.2,5.08,5.12,3.11,1932
7044,1.02,Very Good,F,SI2,60.2,61.0,6.48,6.52,3.91,4162
3124,0.9,Premium,H,SI2,62.1,59.0,6.13,6.04,3.78,3326
49102,0.55,Ideal,G,VVS2,60.8,56.9,5.27,5.31,3.22,2064
20716,0.31,Ideal,H,VVS2,62.4,56.0,4.34,4.38,2.72,625
45679,0.5,Ideal,E,VS2,61.3,55.0,5.13,5.15,3.15,1695
13806,1.08,Ideal,H,VS2,61.8,56.0,6.59,6.55,4.06,5625
9764,0.9,Very Good,H,VS2,62.6,57.0,6.11,6.09,3.82,4662
26011,0.35,Ideal,D,SI1,62.3,55.0,4.51,4.54,2.82,644
15704,0.24,Very Good,F,VVS2,61.7,56.0,3.98,4.0,2.45,608
46228,0.5,Ideal,D,VS2,62.5,54.0,5.05,5.09,3.17,1752
50255,0.71,Ideal,F,SI1,63.0,54.0,5.73,5.69,3.6,2235
40462,0.32,Ideal,D,VVS1,61.8,56.0,4.41,4.39,2.72,1140
46410,0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,1767
20446,1.51,Ideal,G,SI2,60.5,55.0,7.4,7.36,4.46,8794
41302,0.56,Ideal,F,SI2,61.9,55.0,5.27,5.31,3.28,1212
40632,0.41,Ideal,E,VS1,61.8,55.0,4.8,4.75,2.95,1153
22016,1.5,Premium,E,SI2,59.5,55.0,7.51,7.47,4.46,10080
31722,0.32,Very Good,G,VVS1,61.4,55.0,4.41,4.45,2.72,772
11394,0.3,Very Good,I,VVS2,63.0,57.0,4.24,4.27,2.68,596
7832,1.01,Very Good,E,SI2,63.4,59.0,6.32,6.26,3.99,4299
12773,1.11,Ideal,I,SI1,61.9,55.0,6.65,6.66,4.12,5329
546,0.72,Ideal,F,VS1,61.7,57.0,5.77,5.74,3.55,2829
10120,1.02,Premium,D,SI2,60.3,58.0,6.52,6.48,3.92,4718
18186,1.2,Very Good,G,SI1,61.9,58.0,6.74,6.79,4.19,7372
28665,0.4,Ideal,F,SI2,62.1,54.0,4.75,4.78,2.96,677
20126,1.65,Premium,I,SI2,62.0,59.0,7.61,7.54,4.7,8590
28653,0.33,Very Good,E,VS2,60.6,58.0,4.45,4.49,2.71,675
34974,0.23,Good,E,VVS2,64.5,55.0,3.85,3.9,2.5,472
36390,0.38,Ideal,D,VS1,62.0,57.0,4.7,4.69,2.91,942
19716,1.53,Ideal,H,SI1,61.9,58.0,7.38,7.42,4.58,8289
3554,0.74,Good,E,VS1,63.4,55.0,5.76,5.78,3.66,3416
10337,1.0,Ideal,E,SI2,61.9,56.0,6.39,6.43,3.97,4766
1572,0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,3006
3884,0.9,Premium,I,VS1,61.2,61.0,6.2,6.15,3.78,3484
40302,0.4,Ideal,E,VS1,61.6,56.0,4.78,4.73,2.93,1125
17198,1.0,Ideal,E,VS2,62.9,55.0,6.4,6.36,4.01,6871
31705,0.36,Premium,F,SI1,62.3,59.0,4.56,4.5,2.82,770
43037,0.52,Ideal,H,VS2,61.6,55.0,5.17,5.19,3.19,1374
8943,1.12,Very Good,H,SI2,60.9,60.0,6.71,6.76,4.1,4498
30323,0.36,Very Good,G,VS1,61.2,60.0,4.56,4.59,2.8,726
49511,0.7,Good,G,SI1,64.0,57.0,5.63,5.58,3.59,2121
30148,0.32,Premium,E,SI1,62.3,58.0,4.4,4.37,2.73,720
14488,1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,5851
29245,0.34,Good,E,VS2,63.8,56.0,4.44,4.49,2.85,696
12344,1.01,Fair,F,VS2,64.5,58.0,6.28,6.18,4.02,5226
20952,1.07,Ideal,G,VVS2,61.9,56.0,6.6,6.62,4.09,9169
30404,0.32,Ideal,G,VVS2,61.4,55.0,4.4,4.43,2.71,730
46583,0.55,Ideal,G,VS1,61.6,55.0,5.29,5.32,3.27,1786
3312,0.9,Very Good,D,SI2,61.0,61.0,6.15,6.17,3.76,3371
11185,1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,4955
7938,1.05,Very Good,G,SI2,63.2,54.0,6.52,6.49,4.11,4318
30799,0.3,Ideal,D,VS1,62.8,57.0,4.27,4.3,2.69,742
10232,1.01,Premium,H,VS2,62.6,60.0,6.39,6.36,3.99,4745
52551,0.7,Premium,G,VS1,61.0,59.0,5.77,5.68,3.49,2535
3267,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,3360
20598,1.51,Good,H,VS2,63.6,61.0,7.08,7.03,4.49,8904
40395,0.5,Very Good,G,SI1,59.3,58.0,5.19,5.24,3.09,1133
10212,1.05,Premium,E,SI2,60.4,58.0,6.59,6.55,3.97,4742
31379,0.31,Very Good,G,VVS1,59.8,62.0,4.35,4.41,2.62,761
10868,1.01,Ideal,H,SI1,62.3,59.0,6.36,6.41,3.98,4876
28342,0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,666
11996,1.13,Very Good,E,SI2,63.4,59.0,6.53,6.59,4.16,5147
14703,0.3,Premium,G,VS1,61.3,58.0,4.29,4.33,2.64,605
45955,0.54,Ideal,H,VVS1,61.2,57.0,5.21,5.25,3.2,1723
52069,0.5,Ideal,D,VS1,60.6,57.0,5.15,5.18,3.13,2454
36993,0.5,Ideal,H,SI2,62.3,53.0,5.1,5.14,3.19,964
32119,0.34,Very Good,E,VS1,62.3,53.0,4.47,4.52,2.8,784
14054,0.3,Premium,F,VS2,61.1,59.0,4.29,4.32,2.63,605
16982,1.03,Premium,F,VS1,61.7,56.0,6.49,6.47,4.0,6783
15823,1.26,Ideal,J,VS1,62.2,58.0,6.88,6.92,4.29,6332
40138,0.7,Very Good,G,I1,63.1,56.0,5.6,5.51,3.51,1115
16670,1.25,Premium,I,VS1,60.4,59.0,7.01,6.94,4.21,6664
1554,1.01,Fair,D,SI2,64.6,56.0,6.31,6.24,4.05,3003
28343,0.33,Ideal,G,VS1,60.1,55.0,4.5,4.55,2.72,666
50881,0.7,Very Good,I,VS2,60.1,57.0,5.79,5.82,3.49,2316
47209,0.5,Ideal,G,VVS2,62.0,56.0,5.09,5.13,3.17,1838
14184,1.34,Premium,D,SI2,60.3,59.0,7.16,7.11,4.3,5756
21143,1.11,Premium,E,VS1,59.8,60.0,6.75,6.72,4.03,9299
1959,1.01,Very Good,J,SI2,63.3,53.0,6.35,6.31,4.01,3088
9574,1.0,Premium,D,SI2,59.4,60.0,6.56,6.48,3.87,4626
4881,0.76,Ideal,F,VVS2,60.9,57.0,5.89,5.96,3.61,3716
30496,0.31,Ideal,D,SI1,60.8,56.0,4.37,4.32,2.64,732
32132,0.41,Premium,F,SI2,60.9,58.0,4.82,4.8,2.93,784
34534,0.33,Ideal,G,VVS1,61.5,56.0,4.45,4.46,2.74,868
3828,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,3471
42018,0.53,Premium,F,SI1,62.2,58.0,5.19,5.16,3.22,1266
7220,1.21,Good,J,SI2,63.7,55.0,6.75,6.81,4.32,4192
9035,0.36,Ideal,H,VS2,61.4,57.0,4.59,4.63,2.83,587
14544,1.07,Premium,D,SI1,61.8,61.0,6.57,6.54,4.05,5872
3255,0.91,Good,D,SI1,64.0,59.0,6.13,6.02,3.89,3357
40758,0.4,Premium,F,VVS2,60.7,58.0,4.75,4.7,2.87,1163
1487,1.03,Very Good,G,I1,63.2,58.0,6.44,6.34,4.04,2988
39851,0.38,Ideal,E,VVS2,61.6,55.0,4.63,4.66,2.86,1100
38875,0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,1050
10405,0.31,Premium,D,SI2,61.5,60.0,4.34,4.31,2.66,593
15898,1.07,Premium,G,VS2,62.1,58.0,6.55,6.59,4.08,6355
87,0.24,Premium,H,VVS1,60.8,59.0,4.02,4.0,2.44,554
10597,1.0,Good,G,SI1,63.9,60.0,6.27,6.22,3.99,4824
16114,1.01,Premium,G,VS1,62.7,56.0,6.46,6.36,4.02,6441
33780,0.32,Ideal,G,VVS1,61.9,56.0,4.39,4.4,2.72,842
9537,1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,4619
14220,1.14,Ideal,H,SI1,62.2,54.0,6.69,6.74,4.18,5763
46559,0.51,Premium,G,VS1,62.3,59.0,5.12,5.06,3.17,1781
9630,1.21,Very Good,G,SI1,63.4,60.0,6.68,6.63,4.22,4637
13818,1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,5630
34844,0.3,Premium,G,VVS2,61.0,60.0,4.32,4.3,2.63,878
29748,0.37,Premium,G,SI1,60.0,57.0,4.7,4.67,2.81,708
12537,1.1,Premium,H,SI1,62.0,58.0,6.68,6.6,4.12,5267
4214,0.91,Very Good,H,VS2,63.1,56.0,6.2,6.13,3.89,3567
15577,1.0,Very Good,H,VVS2,62.6,56.0,6.36,6.39,3.99,6249
47821,0.72,Ideal,J,VS2,60.8,59.0,5.76,5.81,3.52,1904
14507,1.09,Premium,H,VS1,60.2,59.0,6.71,6.67,4.03,5860
23685,1.52,Premium,F,SI1,62.6,59.0,7.36,7.27,4.58,11743
4964,0.9,Good,G,SI1,63.7,58.0,6.09,6.12,3.89,3734
43829,0.41,Ideal,E,VVS1,61.5,56.0,4.81,4.82,2.96,1444
10112,1.04,Premium,F,SI2,60.2,58.0,6.6,6.55,3.96,4717
1445,0.83,Ideal,H,VS2,61.3,54.0,6.1,6.06,3.73,2975
3503,0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,3401
3026,0.77,Ideal,D,SI1,60.8,57.0,5.9,5.94,3.6,3309
37443,0.51,Premium,I,SI1,62.7,59.0,5.06,5.09,3.18,984
28310,0.32,Premium,I,SI1,61.0,59.0,4.36,4.39,2.67,432
16072,1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,6418
12550,1.34,Ideal,J,SI2,62.5,57.0,7.0,7.08,4.4,5273
40661,0.41,Ideal,E,VS1,60.8,56.0,4.84,4.8,2.93,1154
31306,0.32,Ideal,D,VS2,62.7,57.0,4.4,4.44,2.77,758
47429,0.51,Ideal,G,VS1,61.8,56.0,5.1,5.15,3.17,1852
47498,0.47,Ideal,H,IF,61.9,56.0,4.99,5.02,3.1,1865
19549,1.02,Ideal,D,VS1,60.5,56.0,6.55,6.48,3.94,8181
39399,0.41,Ideal,G,VVS2,61.1,55.0,4.83,4.8,2.94,1076
35295,0.3,Ideal,I,VS1,62.5,57.0,4.29,4.32,2.69,473
17207,1.24,Premium,E,SI1,59.7,59.0,7.07,6.99,4.2,6875
42356,0.51,Ideal,I,VS1,61.8,56.0,5.1,5.13,3.16,1301
3797,0.71,Ideal,E,VS1,60.4,57.0,5.75,5.81,3.49,3464
35422,0.4,Premium,G,SI1,62.8,60.0,4.7,4.66,2.94,900
33814,0.4,Ideal,I,VVS1,60.5,57.0,4.76,4.79,2.89,842
18389,0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,619
44502,0.9,Premium,H,I1,58.8,62.0,6.32,6.26,3.7,1599
18063,1.01,Good,E,VVS2,64.2,57.0,6.3,6.34,4.06,7293
44001,0.3,Good,G,SI2,63.3,57.0,4.25,4.28,2.7,394
43361,0.61,Good,E,SI2,63.1,56.0,5.4,5.44,3.42,1408
11611,1.02,Very Good,H,SI1,64.4,59.0,6.24,6.36,4.06,5047
37817,0.41,Good,E,VVS1,63.5,57.0,4.73,4.75,3.01,1002
21,0.23,Very Good,E,VS2,63.8,55.0,3.85,3.92,2.48,352
16759,1.21,Very Good,H,VS2,62.9,58.0,6.74,6.78,4.25,6673
48105,0.5,Premium,G,VVS2,60.7,57.0,5.14,5.1,3.11,1935
40644,0.45,Very Good,G,VS1,60.0,57.1,4.99,5.03,3.0,1154
34080,0.36,Ideal,E,VS1,62.0,56.0,4.57,4.59,2.84,852
15629,1.01,Premium,F,VS2,62.7,58.0,6.37,6.3,3.97,6271
23800,1.42,Premium,G,VS1,61.7,55.0,7.29,7.24,4.48,11861
5062,0.34,Premium,F,SI2,61.7,61.0,4.48,4.44,2.75,574
31104,0.36,Ideal,E,VS1,61.5,55.0,4.58,4.66,2.84,753
19487,1.14,Ideal,G,VS1,61.8,55.0,6.71,6.76,4.16,8121
50409,0.77,Ideal,J,SI1,62.0,57.0,5.84,5.87,3.63,2257
9531,0.83,Ideal,F,VS1,61.2,54.0,6.07,6.11,3.73,4617
3849,0.8,Good,F,VS1,59.0,60.9,6.03,6.04,3.56,3477
34115,0.31,Ideal,E,VVS1,61.5,56.0,4.34,4.37,2.68,853
8106,1.15,Ideal,J,SI1,61.8,57.0,6.73,6.67,4.14,4347
28514,0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,673
49357,0.51,Ideal,F,VVS2,61.8,56.0,5.13,5.16,3.18,2098
33723,0.42,Very Good,D,SI2,63.1,56.0,4.8,4.74,3.01,838
45425,0.51,Fair,D,VS2,64.4,54.0,5.06,5.03,3.25,1668
29195,0.33,Premium,I,IF,62.1,58.0,4.39,4.43,2.74,694
40407,0.31,Premium,E,IF,61.0,59.0,4.39,4.36,2.67,1133
39548,0.32,Ideal,G,VVS1,61.1,57.0,4.43,4.41,2.7,1080
33518,0.33,Ideal,F,VVS1,62.0,59.0,4.42,4.45,2.75,829
51101,1.17,Fair,I,I1,64.5,59.0,6.67,6.47,4.25,2336
7557,1.15,Very Good,E,SI2,61.7,60.0,6.7,6.78,4.16,4250
2235,0.71,Ideal,H,IF,61.2,56.0,5.74,5.79,3.53,3146
31502,0.34,Ideal,G,VS2,61.5,56.0,4.5,4.47,2.76,765
21806,1.5,Good,H,VS1,63.8,61.0,7.17,7.12,4.56,9878
1739,0.32,Ideal,H,VS1,60.2,56.0,4.44,4.49,2.69,561
11766,1.1,Very Good,I,VS1,60.2,59.0,6.67,6.71,4.03,5082
21412,1.23,Ideal,G,VVS2,61.0,55.0,6.93,6.95,4.23,9525
40671,0.44,Premium,F,VS1,61.2,61.0,4.88,4.83,2.97,1155
43862,0.5,Ideal,G,VS2,62.0,57.0,5.08,5.11,3.16,1449
44997,0.31,Premium,I,SI1,62.3,59.0,4.32,4.29,2.68,523
16848,1.0,Ideal,E,VS2,62.8,57.0,6.37,6.34,3.99,6720
42095,0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,1274
3118,0.79,Ideal,H,VVS2,62.0,55.9,5.88,5.95,3.67,3324
7918,0.9,Good,E,VS2,64.2,59.0,6.02,6.1,3.89,4315
29525,0.38,Ideal,I,VS1,61.9,54.7,4.63,4.68,2.88,703
46107,0.58,Ideal,E,SI1,60.1,55.0,5.42,5.56,3.3,1742
45041,0.54,Ideal,H,VVS2,61.6,56.0,5.24,5.27,3.24,1639
21235,1.19,Ideal,G,VVS2,60.8,55.0,6.91,6.9,4.19,9383
38989,0.36,Ideal,G,VVS1,62.8,57.0,4.55,4.52,2.85,1053
19816,1.23,Premium,G,VS1,61.8,58.0,6.88,6.84,4.24,8381
30569,0.31,Ideal,D,VS2,61.6,57.0,4.36,4.38,2.69,734
49763,0.53,Ideal,F,VVS2,61.9,56.0,5.18,5.22,3.22,2160
34649,0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,872
22207,1.5,Good,H,VS1,63.4,59.0,7.2,7.29,4.59,10256
36590,0.33,Ideal,G,IF,61.0,55.0,4.49,4.52,2.75,946
16849,1.0,Premium,E,VS2,61.5,58.0,6.42,6.39,3.94,6720
33574,0.3,Very Good,F,VVS1,62.2,56.0,4.28,4.3,2.67,832
36305,0.32,Ideal,H,VVS1,61.9,56.0,4.41,4.38,2.72,936
9618,0.93,Ideal,H,SI1,62.4,55.0,6.2,6.24,3.88,4635
31225,0.32,Very Good,D,SI1,63.5,55.0,4.35,4.31,2.75,756
10194,1.05,Premium,H,VS2,60.5,58.0,6.7,6.63,4.03,4739
2301,0.7,Ideal,F,VS1,61.0,58.0,5.74,5.76,3.51,3162
30474,0.31,Ideal,I,VVS1,62.0,54.0,4.37,4.34,2.7,732
4583,0.82,Ideal,G,VS1,61.5,56.0,6.01,6.05,3.71,3652
12339,1.02,Premium,G,SI1,58.9,59.0,6.59,6.55,3.87,5226
32754,0.34,Very Good,D,SI1,63.1,57.0,4.46,4.44,2.81,803
46498,0.4,Ideal,E,VVS1,61.7,55.0,4.74,4.76,2.93,1778
8339,1.02,Ideal,J,VS2,61.1,58.0,6.45,6.49,3.95,4397
29351,0.31,Premium,G,VS2,62.4,59.0,4.38,4.34,2.72,698
43485,0.58,Ideal,H,SI1,61.8,56.0,5.36,5.38,3.32,1421
